pedido_id,cliente_id,data_pedido,hora_pedido,status,forma_pagamento,frete,desconto_pct,data_entrega,canal_venda,subtotal_produtos,desconto_valor,valor_total
2301,10,2025-08-13,13:53:21,concluído,boleto,47.1,15,2025-08-27,site,56.06,8.41,94.75
2302,185,2026-02-02,03:19:30,concluído,cartão crédito,44.14,0,2026-02-06,site,636.96,0.0,681.1
2303,234,2026-04-29,03:03:05,concluído,cartão crédito,46.92,0,2026-05-10,app,979.5,0.0,1026.42
2304,131,2025-09-10,17:04:57,enviado,pix,17.75,10,,app,310.75,31.08,297.42
2305,249,2024-11-05,03:13:27,concluído,cartão débito,24.21,10,2024-11-07,app,181.06,18.11,187.16
2306,269,2024-08-03,08:15:27,enviado,pix,14.49,20,,site,1690.5900000000001,338.12,1366.96
2307,284,2025-12-17,06:20:38,concluído,cartão crédito,26.34,0,2026-01-01,app,339.3,0.0,365.64
2308,245,2025-11-04,17:31:16,concluído,pix,45.54,10,2025-11-08,app,5814.16,581.42,5278.28
2309,120,2025-08-27,05:37:16,concluído,cartão débito,30.66,0,2025-08-31,site,2984.74,0.0,3015.4
2310,232,2025-09-25,18:25:18,enviado,pix,0.9,10,,marketplace,1259.43,125.94,1134.39
2311,298,2024-09-24,05:39:31,cancelado,pix,40.08,0,,app,66.81,0.0,106.89
2312,366,2025-02-10,08:36:38,cancelado,boleto,49.5,5,,app,4262.94,213.15,4099.29
2313,362,2025-11-01,16:49:42,concluído,cartão débito,47.04,0,2025-11-11,loja física,9041.84,0.0,9088.88
2314,337,2026-03-05,13:01:18,processando,cartão crédito,27.58,5,,loja física,1535.68,76.78,1486.48
2315,152,2026-06-03,05:26:59,concluído,cartão crédito,39.1,5,2026-06-12,app,865.24,43.26,861.08
2316,53,2025-12-26,07:11:49,concluído,cartão crédito,38.54,15,2026-01-05,app,3029.05,454.36,2613.23
2317,456,2026-01-01,21:16:16,cancelado,cartão crédito,9.23,10,,app,1217.29,121.73,1104.79
2318,398,2026-03-06,21:17:31,concluído,boleto,20.17,5,2026-03-09,site,1843.0,92.15,1771.02
2319,12,2025-12-28,03:14:27,concluído,boleto,23.6,0,2026-01-09,site,598.2,0.0,621.8
2320,498,2025-12-25,08:16:07,concluído,pix,32.03,0,2026-01-01,app,236.68,0.0,268.71
2321,117,2025-02-04,18:04:14,concluído,cartão débito,11.0,5,2025-02-16,marketplace,113.53,5.68,118.85
2322,461,2024-06-14,22:15:31,enviado,boleto,6.91,15,,site,918.0799999999999,137.71,787.28
2323,146,2024-09-28,19:26:18,processando,pix,44.77,20,,site,693.35,138.67,599.45
2324,462,2026-05-01,05:47:24,cancelado,pix,30.44,0,,app,3700.29,0.0,3730.73
2325,184,2025-05-26,03:49:21,concluído,cartão débito,7.32,5,2025-06-08,site,626.72,31.34,602.7
2326,196,2026-05-30,05:27:12,enviado,cartão débito,17.2,5,,app,1929.0800000000002,96.45,1849.83
2327,415,2024-09-26,11:08:50,concluído,cartão crédito,33.53,5,2024-10-04,app,4561.5599999999995,228.08,4367.01
2328,414,2025-06-26,20:08:24,enviado,cartão débito,28.52,20,,site,16173.65,3234.73,12967.44
2329,398,2026-04-06,05:32:34,concluído,cartão crédito,27.02,0,2026-04-10,marketplace,1592.2799999999997,0.0,1619.3
2330,140,2025-02-04,16:04:03,processando,cartão débito,2.02,0,,app,344.12,0.0,346.14
2331,1,2024-08-31,03:35:01,concluído,cartão crédito,42.53,0,2024-09-04,loja física,2092.64,0.0,2135.17
2332,200,2026-02-09,02:03:41,processando,cartão crédito,2.75,10,,loja física,3092.61,309.26,2786.1
2333,42,2025-11-09,09:02:57,concluído,pix,40.63,0,2025-11-11,site,264.24,0.0,304.87
2334,193,2025-04-15,13:23:38,concluído,cartão débito,30.54,0,2025-04-17,marketplace,293.7,0.0,324.24
2335,38,2024-12-25,00:47:43,enviado,pix,16.04,0,,app,1195.54,0.0,1211.58
2336,268,2025-07-13,08:11:41,processando,cartão crédito,29.06,0,,loja física,133.36,0.0,162.42
2337,26,2025-12-16,22:11:08,enviado,pix,11.0,0,,site,19233.85,0.0,19244.85
2338,226,2024-06-06,18:20:24,processando,cartão crédito,14.05,0,,loja física,319.29,0.0,333.34
2339,372,2025-05-19,20:49:33,processando,cartão crédito,43.06,5,,app,310.75,15.54,338.27
2340,409,2026-03-12,12:55:28,concluído,cartão crédito,43.54,10,2026-03-21,loja física,113.53,11.35,145.72
2341,473,2026-03-31,18:24:52,cancelado,cartão crédito,8.03,5,,site,398.0,19.9,386.13
2342,135,2024-09-09,13:20:11,enviado,cartão crédito,46.74,5,,marketplace,9617.58,480.88,9183.44
2343,102,2025-10-09,13:52:39,concluído,cartão crédito,11.58,15,2025-10-13,marketplace,2298.3500000000004,344.75,1965.18
2344,88,2025-05-18,21:53:28,concluído,cartão crédito,45.7,0,2025-06-02,loja física,24652.5,0.0,24698.2
2345,238,2025-10-13,04:03:46,concluído,cartão crédito,42.39,15,2025-10-15,app,3965.1799999999994,594.78,3412.79
2346,41,2025-08-27,03:31:37,enviado,cartão débito,0.02,0,,loja física,197.34,0.0,197.36
2347,343,2024-08-18,14:19:27,concluído,cartão crédito,23.34,5,2024-08-27,marketplace,106.43,5.32,124.45
2348,112,2024-07-02,05:56:45,concluído,cartão crédito,44.48,5,2024-07-06,marketplace,629.92,31.5,642.9
2349,372,2024-11-20,17:13:18,concluído,boleto,43.14,0,2024-11-21,app,2781.68,0.0,2824.82
2350,151,2026-01-04,02:47:38,processando,cartão débito,48.56,0,,marketplace,113.28,0.0,161.84
2351,122,2024-10-27,15:58:37,concluído,cartão débito,34.03,10,2024-10-28,loja física,1259.43,125.94,1167.52
2352,475,2025-04-26,06:26:54,concluído,cartão crédito,23.11,10,2025-04-28,app,1401.47,140.15,1284.43
2353,39,2025-11-26,20:29:38,processando,cartão crédito,8.06,0,,loja física,6790.150000000001,0.0,6798.21
2354,302,2025-08-02,01:34:59,processando,cartão débito,9.1,5,,marketplace,3294.7200000000003,164.74,3139.08
2355,88,2026-01-26,09:22:10,concluído,cartão débito,16.97,10,2026-02-02,loja física,6642.280000000001,664.23,5995.02
2356,444,2024-10-10,22:08:44,concluído,pix,43.65,5,2024-10-17,site,861.32,43.07,861.9
2357,91,2025-09-13,16:11:39,processando,cartão débito,49.7,0,,marketplace,3105.8,0.0,3155.5
2358,231,2025-03-24,03:57:45,concluído,boleto,1.14,10,2025-04-06,loja física,897.5699999999999,89.76,808.95
2359,61,2024-11-18,18:53:20,concluído,cartão débito,34.94,0,2024-12-03,loja física,3740.01,0.0,3774.95
2360,266,2025-03-01,06:34:59,concluído,pix,7.31,10,2025-03-08,marketplace,15293.550000000001,1529.36,13771.5
2361,193,2024-11-13,20:03:54,enviado,cartão débito,4.21,10,,app,846.96,84.7,766.47
2362,168,2024-10-30,09:15:36,concluído,pix,4.3,0,2024-11-05,marketplace,416.70000000000005,0.0,421.0
2363,277,2025-11-13,18:59:12,concluído,boleto,46.76,5,2025-11-19,loja física,653.37,32.67,667.46
2364,38,2025-08-25,22:48:30,concluído,cartão débito,38.43,0,2025-09-06,app,3341.3,0.0,3379.73
2365,497,2024-06-15,01:41:35,concluído,cartão débito,29.65,0,2024-06-22,marketplace,1373.6999999999998,0.0,1403.35
2366,312,2025-03-18,11:52:40,concluído,cartão débito,39.09,15,2025-03-28,app,4261.95,639.29,3661.75
2367,20,2026-02-25,23:44:40,concluído,pix,39.84,20,2026-03-12,app,654.3100000000001,130.86,563.29
2368,278,2025-03-13,11:25:05,enviado,cartão crédito,35.89,10,,marketplace,2221.67,222.17,2035.39
2369,332,2024-06-16,11:37:30,concluído,cartão crédito,44.04,0,2024-06-21,site,1237.76,0.0,1281.8
2370,146,2025-01-24,10:27:03,enviado,cartão crédito,31.24,5,,site,7639.5,381.98,7288.76
2371,226,2026-05-01,08:39:25,enviado,cartão crédito,46.09,0,,loja física,1532.5300000000002,0.0,1578.62
2372,101,2025-01-28,08:02:53,concluído,cartão débito,48.51,0,2025-02-05,loja física,291.98,0.0,340.49
2373,40,2025-06-28,21:20:40,concluído,boleto,3.17,5,2025-07-11,loja física,826.8,41.34,788.63
2374,253,2026-03-02,02:01:29,concluído,cartão crédito,7.48,5,2026-03-11,loja física,1126.23,56.31,1077.4
2375,433,2026-04-08,21:58:56,concluído,cartão crédito,41.62,0,2026-04-20,app,2288.76,0.0,2330.38
2376,20,2024-09-08,19:13:11,concluído,pix,26.55,5,2024-09-20,site,876.7,43.84,859.41
2377,350,2025-11-29,02:00:52,concluído,cartão débito,11.85,0,2025-12-02,marketplace,1547.2,0.0,1559.05
2378,340,2025-06-26,14:16:04,processando,pix,17.98,20,,loja física,5485.2,1097.04,4406.14
2379,170,2025-10-20,22:23:18,enviado,pix,28.4,0,,site,288.0,0.0,316.4
2380,278,2025-05-24,02:12:26,concluído,cartão crédito,37.25,15,2025-06-08,marketplace,1829.08,274.36,1591.97
2381,269,2025-04-21,12:19:08,concluído,cartão crédito,29.62,0,2025-05-06,marketplace,449.32,0.0,478.94
2382,314,2025-04-18,15:57:45,processando,cartão crédito,31.85,5,,app,3793.48,189.67,3635.66
2383,379,2025-03-04,02:30:05,enviado,cartão débito,13.44,0,,app,2505.62,0.0,2519.06
2384,100,2025-03-04,11:29:27,processando,cartão débito,44.99,5,,site,20290.460000000003,1014.52,19320.93
2385,134,2026-03-09,04:18:05,concluído,cartão crédito,33.96,0,2026-03-12,marketplace,135.81,0.0,169.77
2386,478,2025-07-30,06:06:58,enviado,cartão débito,45.61,0,,app,286.76,0.0,332.37
2387,88,2025-04-30,16:12:08,cancelado,cartão crédito,29.4,15,,app,771.6,115.74,685.26
2388,401,2025-07-15,06:23:25,concluído,pix,5.1,15,2025-07-25,site,600.16,90.02,515.24
2389,190,2026-01-19,03:56:39,concluído,cartão crédito,47.49,0,2026-01-26,marketplace,391.89,0.0,439.38
2390,487,2025-02-19,18:03:35,cancelado,pix,16.19,5,,loja física,6142.25,307.11,5851.33
2391,148,2024-08-30,23:21:15,enviado,pix,11.19,0,,site,3943.44,0.0,3954.63
2392,458,2026-05-24,10:11:32,processando,cartão débito,28.79,15,,site,2236.52,335.48,1929.83
2393,307,2024-10-18,11:12:17,processando,cartão débito,2.34,5,,marketplace,4689.09,234.45,4456.98
2394,407,2025-05-26,06:53:21,concluído,cartão crédito,41.84,0,2025-05-31,marketplace,3275.17,0.0,3317.01
2395,233,2025-05-02,15:26:50,concluído,cartão crédito,41.3,0,2025-05-07,app,2195.7400000000002,0.0,2237.04
2396,188,2025-03-20,17:17:12,enviado,cartão débito,10.7,0,,site,279.96,0.0,290.66
2397,230,2024-10-19,07:21:46,concluído,pix,2.29,20,2024-10-26,marketplace,1237.76,247.55,992.5
2398,77,2025-08-07,05:52:17,cancelado,pix,32.1,0,,site,3156.64,0.0,3188.74
2399,91,2025-09-08,23:23:06,concluído,cartão débito,30.72,15,2025-09-14,site,2320.48,348.07,2003.13
2400,269,2024-10-08,05:56:48,enviado,cartão débito,3.0,10,,app,15511.05,1551.1,13962.95
2401,4,2025-07-30,11:37:53,enviado,cartão crédito,6.48,10,,marketplace,261.26,26.13,241.61
2402,71,2025-05-08,11:07:07,concluído,boleto,27.81,15,2025-05-23,loja física,1152.0,172.8,1007.01
2403,443,2025-03-27,06:39:14,concluído,pix,25.27,10,2025-04-02,loja física,440.52,44.05,421.74
2404,153,2025-01-11,07:06:13,concluído,pix,6.9,10,2025-01-16,marketplace,1001.05,100.1,907.85
2405,458,2026-03-22,07:26:50,cancelado,pix,27.01,0,,loja física,239.08,0.0,266.09
2406,408,2025-10-29,05:44:15,cancelado,pix,39.3,10,,marketplace,288.0,28.8,298.5
2407,156,2025-11-20,17:18:45,concluído,boleto,45.43,20,2025-11-23,loja física,522.52,104.5,463.45
2408,14,2025-11-14,07:10:14,cancelado,cartão crédito,42.47,15,,site,1214.15,182.12,1074.5
2409,191,2025-05-09,17:16:16,concluído,cartão débito,29.26,15,2025-05-14,site,1148.78,172.32,1005.72
2410,68,2025-10-09,10:24:49,cancelado,cartão débito,41.21,20,,site,622.23,124.45,538.99
2411,445,2025-01-09,21:55:48,enviado,cartão crédito,10.4,0,,loja física,1524.9,0.0,1535.3
2412,325,2025-12-01,05:45:11,concluído,cartão débito,27.72,0,2025-12-05,site,9810.6,0.0,9838.32
2413,436,2025-09-28,18:27:14,concluído,cartão débito,30.78,0,2025-10-03,loja física,1471.23,0.0,1502.01
2414,354,2026-06-02,09:32:59,concluído,boleto,11.08,0,2026-06-16,loja física,554.22,0.0,565.3
2415,150,2026-05-23,11:34:31,enviado,cartão débito,7.47,0,,marketplace,823.0500000000001,0.0,830.52
2416,379,2026-05-08,12:40:36,processando,pix,45.87,0,,site,66.68,0.0,112.55
2417,417,2026-03-31,13:23:06,concluído,cartão crédito,27.11,10,2026-04-13,app,1198.6100000000001,119.86,1105.86
2418,65,2024-08-19,23:29:14,concluído,cartão crédito,7.15,10,2024-08-21,site,190.47,19.05,178.57
2419,320,2024-08-10,23:09:23,enviado,cartão crédito,18.82,0,,site,19.08,0.0,37.9
2420,135,2026-02-19,21:36:14,concluído,cartão débito,10.18,5,2026-02-26,marketplace,773.9000000000001,38.7,745.38
2421,393,2026-03-16,04:58:50,concluído,cartão débito,25.88,0,2026-03-19,loja física,37.94,0.0,63.82
2422,461,2024-08-23,12:59:41,concluído,cartão crédito,23.17,0,2024-08-26,marketplace,2656.61,0.0,2679.78
2423,248,2024-08-12,12:46:13,concluído,cartão crédito,7.72,5,2024-08-17,site,94.85,4.74,97.83
2424,47,2025-10-21,11:40:41,concluído,cartão débito,38.7,5,2025-10-31,loja física,1953.6000000000001,97.68,1894.62
2425,284,2024-06-16,16:00:36,concluído,cartão crédito,5.1,0,2024-06-27,app,1810.55,0.0,1815.65
2426,492,2025-09-25,13:43:26,enviado,cartão crédito,23.39,0,,app,10856.21,0.0,10879.6
2427,368,2026-05-29,04:47:50,concluído,pix,46.2,5,2026-06-11,app,1237.76,61.89,1222.07
2428,475,2025-04-19,08:36:24,cancelado,cartão crédito,9.07,0,,app,2096.06,0.0,2105.13
2429,452,2024-08-23,10:26:44,enviado,cartão crédito,5.03,0,,marketplace,1032.36,0.0,1037.39
2430,300,2025-06-24,11:27:23,enviado,cartão crédito,15.13,5,,app,844.28,42.21,817.2
2431,167,2026-01-07,09:45:41,concluído,pix,35.05,0,2026-01-10,app,2721.98,0.0,2757.03
2432,137,2026-01-08,19:00:01,concluído,cartão crédito,24.41,5,2026-01-13,loja física,2021.69,101.08,1945.02
2433,202,2025-10-01,10:45:06,concluído,cartão crédito,47.0,5,2025-10-14,marketplace,2913.16,145.66,2814.5
2434,296,2026-05-25,02:35:51,processando,pix,38.67,5,,site,587.36,29.37,596.66
2435,310,2025-08-01,00:22:15,concluído,pix,42.94,0,2025-08-09,app,847.7800000000001,0.0,890.72
2436,36,2024-08-20,08:22:45,concluído,cartão crédito,16.52,5,2024-08-28,loja física,11897.16,594.86,11318.82
2437,467,2025-10-08,23:33:46,enviado,cartão débito,5.61,0,,marketplace,10701.86,0.0,10707.47
2438,485,2025-05-14,20:29:04,concluído,boleto,12.13,0,2025-05-23,site,729.95,0.0,742.08
2439,204,2025-06-29,21:08:12,concluído,pix,36.23,0,2025-07-05,app,3209.71,0.0,3245.94
2440,23,2025-08-29,08:46:38,concluído,cartão crédito,27.66,5,2025-09-13,loja física,1409.9699999999998,70.5,1367.13
2441,443,2026-02-19,20:18:56,concluído,cartão débito,17.43,0,2026-02-28,marketplace,499.06,0.0,516.49
2442,183,2024-06-29,06:10:06,enviado,cartão crédito,31.81,0,,site,226.56,0.0,258.37
2443,473,2025-11-04,12:49:01,enviado,pix,49.78,10,,app,14150.54,1415.05,12785.27
2444,121,2025-01-15,02:00:31,concluído,boleto,32.21,10,2025-01-20,marketplace,927.66,92.77,867.1
2445,178,2026-03-27,10:44:05,concluído,pix,8.13,0,2026-03-29,site,2300.6,0.0,2308.73
2446,330,2025-04-26,15:06:43,concluído,cartão débito,38.88,10,2025-04-29,marketplace,2900.7,290.07,2649.51
2447,48,2024-11-15,11:21:43,enviado,cartão crédito,23.85,5,,app,113.58,5.68,131.75
2448,101,2024-11-24,00:34:14,concluído,boleto,28.77,20,2024-12-08,site,18.97,3.79,43.95
2449,256,2026-01-28,07:53:44,concluído,cartão crédito,48.27,0,2026-02-07,site,767.84,0.0,816.11
2450,375,2025-05-23,00:42:47,enviado,cartão crédito,10.34,0,,loja física,3840.25,0.0,3850.59
2451,339,2025-08-06,08:08:31,concluído,cartão crédito,5.75,10,2025-08-19,site,2423.24,242.32,2186.67
2452,207,2025-03-26,21:38:27,concluído,cartão crédito,45.57,0,2025-04-02,site,133.62,0.0,179.19
2453,176,2024-08-31,20:15:12,concluído,pix,46.18,10,2024-09-12,app,95.4,9.54,132.04
2454,383,2024-11-02,19:18:18,concluído,pix,1.85,5,2024-11-12,loja física,5550.28,277.51,5274.62
2455,275,2026-03-31,01:10:54,concluído,cartão crédito,8.92,5,2026-04-04,marketplace,308.25,15.41,301.76
2456,54,2025-06-03,15:17:46,enviado,cartão crédito,39.17,0,,site,990.31,0.0,1029.48
2457,286,2024-09-08,13:32:17,concluído,pix,31.2,0,2024-09-21,marketplace,339.84,0.0,371.04
2458,296,2025-03-03,05:42:38,processando,pix,49.0,0,,marketplace,459.52,0.0,508.52
2459,431,2026-02-10,10:23:35,concluído,pix,9.66,10,2026-02-11,marketplace,1704.78,170.48,1543.96
2460,430,2026-05-14,20:32:22,enviado,pix,40.44,10,,site,3750.9900000000002,375.1,3416.33
2461,110,2025-05-30,06:23:57,processando,pix,28.39,0,,loja física,6524.120000000001,0.0,6552.51
2462,398,2025-04-20,15:27:34,processando,cartão crédito,48.35,0,,marketplace,39.24,0.0,87.59
2463,184,2026-05-10,04:01:29,concluído,cartão débito,26.93,0,2026-05-25,app,175.63,0.0,202.56
2464,133,2026-03-03,03:29:51,concluído,boleto,44.32,10,2026-03-04,site,299.1,29.91,313.51
2465,477,2025-10-17,18:50:55,concluído,cartão crédito,6.14,5,2025-10-25,loja física,9974.19,498.71,9481.62
2466,143,2025-12-02,14:13:57,concluído,cartão crédito,29.89,0,2025-12-10,site,848.25,0.0,878.14
2467,303,2026-02-03,08:27:27,concluído,cartão crédito,11.39,0,2026-02-17,marketplace,587.7,0.0,599.09
2468,55,2025-12-31,13:53:32,concluído,cartão crédito,13.03,15,2026-01-15,site,15966.22,2394.93,13584.32
2469,444,2025-04-07,08:12:15,concluído,cartão crédito,12.46,0,2025-04-19,marketplace,2532.45,0.0,2544.91
2470,208,2024-06-09,19:34:04,processando,boleto,28.16,10,,loja física,1789.6699999999998,178.97,1638.86
2471,403,2026-06-03,17:31:29,concluído,cartão crédito,3.24,0,2026-06-18,marketplace,1090.49,0.0,1093.73
2472,432,2025-03-21,21:39:52,concluído,cartão crédito,12.28,0,2025-03-28,site,1546.1,0.0,1558.38
2473,129,2026-02-01,10:59:21,concluído,cartão débito,0.14,0,2026-02-14,site,3095.46,0.0,3095.6
2474,409,2024-11-24,20:16:43,enviado,pix,6.12,0,,loja física,150.13,0.0,156.25
2475,231,2025-07-03,03:25:02,concluído,cartão crédito,38.1,0,2025-07-05,app,9764.59,0.0,9802.69
2476,279,2025-01-10,04:34:03,concluído,cartão crédito,4.86,10,2025-01-11,marketplace,1381.6799999999998,138.17,1248.37
2477,304,2024-12-28,18:23:38,concluído,cartão crédito,35.92,20,2024-12-31,site,566.4,113.28,489.04
2478,261,2026-04-18,02:51:50,concluído,cartão crédito,22.6,0,2026-04-22,loja física,24431.1,0.0,24453.7
2479,171,2025-10-28,12:31:03,enviado,cartão crédito,2.39,15,,marketplace,18.97,2.85,18.51
2480,489,2024-12-26,08:25:05,cancelado,cartão crédito,14.98,10,,app,2941.17,294.12,2662.03
2481,13,2025-01-28,16:05:15,concluído,cartão crédito,21.71,0,2025-02-01,marketplace,2300.2200000000003,0.0,2321.93
2482,220,2026-03-17,04:16:33,concluído,cartão débito,24.76,0,2026-03-29,site,597.45,0.0,622.21
2483,412,2026-05-06,00:50:36,concluído,pix,10.0,0,2026-05-17,loja física,3174.65,0.0,3184.65
2484,430,2026-02-11,12:14:54,cancelado,cartão crédito,19.64,10,,site,19828.6,1982.86,17865.38
2485,269,2026-05-11,05:04:53,concluído,cartão crédito,6.9,15,2026-05-13,site,2115.66,317.35,1805.21
2486,207,2025-04-22,00:40:27,concluído,cartão crédito,5.0,20,2025-04-27,site,10812.3,2162.46,8654.84
2487,408,2025-11-08,21:02:05,enviado,cartão crédito,22.3,0,,loja física,1563.3,0.0,1585.6
2488,20,2024-12-08,12:41:57,concluído,cartão crédito,32.69,5,2024-12-13,site,354.78000000000003,17.74,369.73
2489,289,2024-06-07,03:18:01,processando,pix,42.81,5,,marketplace,2667.34,133.37,2576.78
2490,128,2026-05-04,02:30:16,concluído,pix,35.32,0,2026-05-10,app,507.63,0.0,542.95
2491,312,2026-05-10,23:53:13,concluído,cartão débito,40.31,0,2026-05-20,loja física,864.0,0.0,904.31
2492,203,2025-04-21,21:41:39,cancelado,pix,26.41,0,,app,3278.1800000000003,0.0,3304.59
2493,102,2024-06-29,06:53:49,enviado,cartão débito,21.91,0,,loja física,2688.6,0.0,2710.51
2494,384,2024-06-15,23:17:58,concluído,cartão crédito,20.5,0,2024-06-24,site,762.92,0.0,783.42
2495,147,2024-06-24,07:04:27,concluído,boleto,24.2,5,2024-07-02,app,2130.91,106.55,2048.56
2496,391,2024-10-01,00:55:18,concluído,cartão crédito,9.13,10,2024-10-04,marketplace,215.38,21.54,202.97
2497,59,2026-02-07,21:58:29,concluído,boleto,22.26,0,2026-02-22,marketplace,8851.94,0.0,8874.2
2498,435,2025-03-21,17:13:36,concluído,boleto,32.95,0,2025-03-28,loja física,353.71000000000004,0.0,386.66
2499,420,2026-03-18,22:52:47,concluído,boleto,42.13,0,2026-03-26,loja física,2138.46,0.0,2180.59
2500,339,2026-02-28,06:19:12,concluído,pix,1.37,10,2026-03-03,marketplace,308.04,30.8,278.61
2501,462,2025-07-11,23:58:26,concluído,boleto,47.09,10,2025-07-26,app,1083.42,108.34,1022.17
2502,385,2026-03-02,20:20:49,concluído,cartão débito,25.6,5,2026-03-14,loja física,1368.21,68.41,1325.4
2503,460,2025-12-31,15:36:51,processando,cartão crédito,48.7,20,,marketplace,3460.8199999999997,692.16,2817.36
2504,261,2025-09-12,21:35:45,cancelado,cartão crédito,40.94,0,,loja física,636.72,0.0,677.66
2505,156,2025-02-05,11:53:08,processando,cartão débito,8.02,0,,marketplace,1773.4,0.0,1781.42
2506,475,2025-02-19,04:19:38,concluído,cartão crédito,49.04,20,2025-03-03,marketplace,340.59,68.12,321.51
2507,277,2024-10-14,06:29:04,concluído,cartão crédito,40.51,0,2024-10-15,site,240.5,0.0,281.01
2508,243,2025-08-22,08:08:42,concluído,pix,41.36,0,2025-08-28,app,265.86,0.0,307.22
2509,154,2025-05-03,21:56:45,concluído,cartão débito,4.57,5,2025-05-05,site,5218.1,260.9,4961.77
2510,262,2024-12-08,17:51:24,cancelado,pix,33.65,5,,app,166.7,8.34,192.01
2511,287,2025-08-09,13:32:04,concluído,boleto,7.51,10,2025-08-16,loja física,2580.17,258.02,2329.66
2512,477,2025-04-03,21:19:18,concluído,pix,33.16,0,2025-04-14,site,580.12,0.0,613.28
2513,366,2024-10-31,13:14:53,concluído,cartão crédito,45.15,0,2024-11-04,loja física,285.84,0.0,330.99
2514,23,2025-09-25,13:51:52,concluído,cartão débito,27.54,0,2025-10-02,loja física,16173.65,0.0,16201.19
2515,414,2025-10-17,10:55:30,concluído,pix,27.85,0,2025-11-01,loja física,6334.72,0.0,6362.57
2516,477,2025-04-05,09:46:19,concluído,cartão débito,39.81,10,2025-04-18,loja física,22539.48,2253.95,20325.34
2517,24,2026-03-09,11:05:15,concluído,pix,46.22,10,2026-03-20,marketplace,839.6600000000001,83.97,801.91
2518,193,2024-07-13,23:20:14,processando,cartão crédito,12.41,0,,loja física,318.48,0.0,330.89
2519,262,2026-02-16,07:42:09,concluído,cartão crédito,3.23,0,2026-02-24,marketplace,8435.67,0.0,8438.9
2520,82,2026-05-28,18:25:32,concluído,boleto,17.74,10,2026-05-31,loja física,184.29999999999998,18.43,183.61
2521,65,2025-08-26,17:46:12,concluído,cartão crédito,48.29,20,2025-09-04,app,285.84,57.17,276.96
2522,273,2025-05-03,04:50:50,concluído,pix,11.37,0,2025-05-10,loja física,1151.76,0.0,1163.13
2523,203,2024-09-12,00:07:03,concluído,cartão débito,49.43,10,2024-09-17,loja física,4746.360000000001,474.64,4321.15
2524,35,2026-06-03,13:19:43,enviado,cartão crédito,31.1,0,,marketplace,795.62,0.0,826.72
2525,58,2025-10-11,02:47:44,concluído,cartão débito,37.76,10,2025-10-25,marketplace,180.39,18.04,200.11
2526,308,2025-04-03,03:35:58,enviado,cartão débito,8.15,10,,app,308.04,30.8,285.39
2527,56,2025-12-21,10:48:09,enviado,cartão crédito,23.71,0,,site,5760.05,0.0,5783.76
2528,23,2024-10-16,20:07:21,concluído,boleto,16.03,5,2024-10-20,loja física,15818.9,790.94,15043.99
2529,359,2025-04-13,00:28:52,concluído,cartão crédito,8.26,15,2025-04-27,marketplace,1997.3200000000002,299.6,1705.98
2530,254,2026-05-07,04:46:26,enviado,cartão crédito,6.22,0,,marketplace,526.02,0.0,532.24
2531,447,2025-02-06,00:04:36,enviado,cartão crédito,14.43,0,,loja física,100.02,0.0,114.45
2532,241,2025-07-10,16:32:30,concluído,pix,24.16,15,2025-07-12,site,804.66,120.7,708.12
2533,65,2024-10-04,23:24:06,enviado,pix,29.67,5,,site,876.7,43.84,862.53
2534,374,2025-05-09,15:33:16,concluído,cartão crédito,20.0,10,2025-05-24,app,17378.68,1737.87,15660.81
2535,227,2024-11-30,07:22:54,concluído,cartão crédito,25.8,20,2024-12-02,app,571.68,114.34,483.14
2536,319,2024-08-20,06:03:54,processando,cartão crédito,19.69,0,,marketplace,330.75,0.0,350.44
2537,340,2025-12-07,09:37:14,concluído,cartão débito,40.16,0,2025-12-17,loja física,224.66,0.0,264.82
2538,282,2026-02-16,04:43:34,enviado,cartão crédito,46.42,0,,marketplace,1653.6,0.0,1700.02
2539,444,2024-09-10,00:45:54,enviado,cartão crédito,16.98,0,,marketplace,1622.4,0.0,1639.38
2540,26,2025-06-30,13:49:50,processando,cartão crédito,30.62,10,,app,1487.9,148.79,1369.73
2541,400,2024-09-03,20:25:32,concluído,cartão débito,18.03,5,2024-09-14,loja física,6006.0,300.3,5723.73
2542,23,2025-10-07,08:42:45,processando,cartão crédito,3.51,0,,site,5097.650000000001,0.0,5101.16
2543,276,2025-08-26,00:37:21,concluído,pix,27.71,0,2025-09-05,loja física,295.2,0.0,322.91
2544,500,2026-02-03,01:51:39,concluído,pix,6.28,5,2026-02-10,marketplace,1716.79,85.84,1637.23
2545,29,2025-04-04,09:26:04,concluído,cartão crédito,0.38,0,2025-04-14,marketplace,5046.2,0.0,5046.58
2546,153,2026-03-20,17:01:47,processando,cartão débito,28.96,0,,marketplace,750.2,0.0,779.16
2547,193,2026-01-16,21:42:41,cancelado,pix,13.67,15,,loja física,7573.45,1136.02,6451.1
2548,26,2025-10-04,03:51:36,concluído,cartão crédito,21.75,0,2025-10-11,marketplace,722.64,0.0,744.39
2549,187,2026-05-16,21:40:44,concluído,cartão débito,22.11,5,2026-05-30,site,734.2,36.71,719.6
2550,488,2024-12-23,00:50:20,concluído,cartão crédito,15.91,0,2025-01-05,site,3412.4300000000003,0.0,3428.34
2551,439,2026-03-16,06:54:26,concluído,pix,12.88,0,2026-03-20,loja física,212.07,0.0,224.95
2552,438,2025-08-07,08:42:13,enviado,cartão débito,38.44,0,,marketplace,38.16,0.0,76.6
